350;210
326;193
285;110
257;70
208;54
167;52
197;59
219;64
269;64
326;67
377;66
407;65
462;66
486;65
547;65
580;65
546;54
495;48
449;47
407;45
378;43
321;41
288;42
240;39
211;48
173;43
195;54
247;64
272;65
338;67
368;67
410;66
446;65
499;66
531;64
576;69
528;57
482;48
452;46
422;41
385;41
346;39
281;41
245;42
192;45
176;46
209;55
240;62
285;65
327;67
364;66
387;64
444;66
496;70
528;64
585;64
563;57
519;48
448;45
423;47
377;44
331;43
302;45
243;40
203;45
176;46
199;55
231;61
277;66
317;67
373;69
424;65
449;66
493;64
549;64
575;64
557;57
507;48
485;48
411;42
368;43
318;42
288;45
251;48
219;47
190;48
187;53
230;60
272;61
322;66
387;64
413;65
442;63
489;64
528;64
583;63
551;53
505;48
442;48
407;44
377;37
337;37
304;38
253;41
201;42
178;47
197;54
218;60
278;65
315;64
356;67
413;69
444;64
496;62
538;67
575;65
555;57
519;48
449;47
415;46
368;43
349;42
304;46
261;46
208;46
189;45
205;54
234;64
283;64
311;66
359;64
415;66
457;64
487;66
537;65
572;65
560;53
493;48
473;47
448;39
395;38
347;43
295;46
246;40
219;46
170;45
195;55
243;64
272;65
309;64
358;65
432;64
457;63
491;61
515;66
576;69
560;57
509;48
474;48
432;46
375;41
324;42
304;45
244;48
240;46
169;48
192;52
221;64
289;64
318;65
368;67
422;69
448;67
480;64
545;66
580;64
557;61
507;48
439;43
425;41
389;42
327;43
288;47
269;48
226;48
151;47
197;51
230;59
283;64
308;66
338;68
400;67
435;64
494;64
524;64
581;64
552;53
516;50
435;46
442;45
387;44
336;44
297;43
247;47
236;45
199;48
195;51
230;64
275;66
336;64
346;69
412;64
422;69
472;65
528;64
571;64
560;59
509;49
469;45
414;42
397;45
343;43
311;46
246;48
210;47
190;47
199;49
223;59
279;66
313;65
337;64
416;64
445;64
490;61
531;64
575;64
562;62
511;48
461;47
418;43
375;43
359;42
304;44
258;46
226;47
201;48
193;58
239;64
276;64
325;63
367;64
400;64
451;65
476;65
524;64
580;62
576;63
523;50
471;48
432;45
384;43
334;39
315;47
285;48
218;46
190;49
176;55
240;62
260;64
313;67
340;64
400;68
448;65
507;64
518;62
561;64
560;57
532;50
480;48
432;43
370;41
347;42
310;45
256;46
211;48
165;48
202;52
198;61
274;64
315;62
363;64
384;64
438;61
467;64
539;64
577;63
570;61
533;51
461;48
437;48
377;47
336;48
309;42
268;41
237;47
176;48
197;54
212;66
275;67
316;71
358;66
400;70
442;67
464;64
517;64
560;64
565;62
527;54
479;48
403;43
386;42
357;48
320;46
272;43
240;48
181;48
192;52
228;61
264;64
321;64
354;70
384;67
432;65
465;67
522;61
559;64
567;59
528;51
478;50
432;48
401;48
337;45
304;42
275;43
229;48
186;45
181;53
206;60
264;63
325;67
336;66
363;64
432;64
454;62
506;63
555;64
560;55
503;48
482;48
418;47
394;41
370;43
318;48
284;46
235;49
203;47
168;54
227;57
260;64
304;65
332;64
375;64
419;63
466;63
510;64
567;64
560;63
528;50
489;47
432;41
396;43
363;48
307;47
254;48
230;48
162;46
171;48
218;60
265;64
304;64
330;64
388;64
428;66
469;66
534;63
570;64
576;61
519;51
474;48
439;46
374;48
345;48
317;43
267;47
240;46
240;46
178;48
224;61
278;64
297;64
336;64
400;64
435;65
475;64
499;64
562;64
579;59
528;50
486;48
437;45
397;44
364;43
324;44
271;47
239;44
197;48
165;51
215;60
257;64
300;64
354;67
385;64
430;61
462;64
498;61
546;64
578;58
519;49
479;48
437;45
383;44
355;42
300;43
268;43
226;46
185;48
172;50
222;60
253;64
277;60
342;64
384;64
413;67
483;64
525;63
560;64
566;61
538;49
491;48
445;46
408;47
347;40
321;47
273;47
236;48
165;48
157;48
213;58
243;64
316;66
336;64
373;63
432;61
470;62
528;63
559;63
576;62
511;49
497;48
460;46
395;46
354;42
313;41
283;43
253;45
192;48
167;49
247;64
250;62
313;68
349;63
365;60
419;64
443;63
509;64
560;64
567;61
532;53
494;48
446;47
385;46
368;45
309;45
284;45
236;44
199;47
179;48
218;55
240;62
300;65
330;64
371;62
407;62
463;58
519;59
526;64
579;59
529;53
497;48
448;48
403;45
368;46
323;43
271;48
240;48
187;48
153;48
212;62
250;64
299;64
341;64
386;64
406;64
464;64
501;62
553;63
579;62
529;51
491;48
444;48
403;48
351;46
327;46
285;48
197;48
194;48
183;48
201;61
259;66
304;64
336;64
391;63
435;64
463;59
496;61
539;63
595;62
537;52
489;48
454;45
393;45
368;46
317;45
275;43
256;46
221;48
163;51
191;64
249;64
283;64
326;64
378;64
414;65
457;63
499;61
560;62
594;64
537;54
502;50
448;48
426;48
373;48
322;48
299;50
262;47
195;47
163;48
225;55
226;60
290;61
331;64
353;65
400;63
451;64
483;59
529;62
579;63
537;58
525;49
447;46
393;43
367;46
323;47
287;45
224;44
182;48
146;51
210;59
256;64
273;64
337;67
371;64
421;63
433;63
490;59
539;64
573;64
547;54
495;49
464;47
411;45
379;46
334;43
273;47
249;48
189;46
176;48
183;57
256;62
291;66
338;64
370;64
421;62
451;64
492;64
540;63
592;63
560;51
490;47
439;48
426;48
383;48
336;45
306;43
239;47
207;47
178;48
195;55
210;64
275;64
332;67
347;64
432;61
