390;77
404;67
177;145
201;139
398;107
382;87
177;54
210;50
403;67
372;53
176;29
202;30
404;48
318;39
165;16
184;30
365;78
405;80
143;45
159;54
384;77
402;64
208;35
187;44
381;51
420;48
203;16
173;18
381;34
415;37
221;16
181;33
367;54
407;55
214;32
281;48
363;78
400;74
191;49
183;55
387;80
500;69
192;37
163;39
374;59
409;49
143;25
148;21
384;45
398;42
208;17
176;28
384;61
400;61
199;38
171;51
394;80
402;68
207;49
177;59
469;75
410;60
246;38
175;3
387;50
428;48
192;17
163;23
397;43
417;36
204;17
156;31
399;61
324;52
198;35
174;51
365;80
421;72
197;52
173;58
385;65
421;66
197;42
158;42
382;60
400;50
198;26
155;27
391;47
408;41
208;32
179;31
415;64
413;59
209;42
171;49
374;77
407;74
171;48
193;55
381;74
410;64
219;35
131;42
381;58
384;49
187;18
165;18
389;43
403;43
204;18
190;36
400;64
417;57
208;39
177;54
239;80
427;71
218;51
171;53
384;73
416;68
211;41
167;36
369;62
407;48
208;19
139;18
379;48
434;43
208;18
169;30
381;62
469;62
222;43
148;55
378;79
386;74
213;48
212;58
405;72
386;64
207;35
171;42
638;58
418;49
194;14
163;23
363;34
391;41
204;3
162;28
374;58
369;48
209;34
161;48
370;78
416;75
192;52
165;55
547;78
399;67
199;38
170;42
371;64
464;47
212;16
133;18
370;44
415;45
193;16
182;27
385;53
431;54
205;35
353;48
382;67
401;70
222;50
206;57
387;78
389;81
182;49
176;65
414;76
398;64
187;38
203;47
429;87
405;50
166;22
354;26
355;48
384;34
150;17
201;32
423;58
400;48
191;33
176;49
427;78
384;69
202;44
206;63
404;86
394;66
178;41
209;57
400;67
411;49
190;21
167;29
408;48
398;39
188;17
194;33
391;58
386;52
182;38
345;54
390;77
389;75
188;50
199;63
423;90
382;74
190;48
198;52
546;64
590;48
167;17
187;32
400;48
389;48
187;18
193;35
417;57
382;60
179;48
203;44
388;73
403;80
188;54
201;64
413;80
382;64
181;37
192;47
414;65
391;48
179;21
201;26
400;51
391;37
192;16
183;32
391;52
394;49
160;32
523;49
476;77
381;64
187;48
190;62
405;81
384;59
197;39
190;48
385;65
337;48
150;16
250;29
406;43
293;35
179;15
178;42
401;61
400;52
178;29
176;48
410;79
399;79
213;48
191;62
400;81
400;66
185;40
205;48
386;62
405;48
215;19
400;25
404;48
389;49
179;15
190;32
400;62
400;80
192;36
170;48
395;76
417;64
219;50
203;64
401;80
390;65
179;44
218;48
400;61
401;47
187;16
